OrderId,Product,QuantityOrdered,PriceEach,OrderDate,CityStore,Category,OrderStatus
226259,AAA Batteries (4-pack),12,2.99,2019-07-20 19:31:00,Los Angeles,Batteries,Completed
169512,ThinkPad Laptop,10,999.99,2019-03-13 11:00:00,Boston,Laptop,Cancelled
298878,Apple Airpods Headphones,12,15000.0,2019-12-22 14:30:00,San Francisco,Headphones,Completed
314726,iPhone,12,70000.0,2019-12-23 21:08:00,Los Angeles,Phone,Completed
234125,AAA Batteries (4-pack),6,2.99,2019-07-26 12:59:00,San Francisco,Batteries,Completed
316048,27in 4K Gaming Monitor,4,389.99,2019-12-05 1:40:00,Los Angeles,Monitor,Completed
186551,27in FHD Monitor,4,149.99,2019-04-11 19:31:00,San Francisco,Monitor,Completed
295341,AAA Batteries (4-pack),12,2.99,2019-11-18 7:03:00,Dallas,Batteries,Completed
267414,Lightning Charging Cable,15,14.95,2019-10-20 7:01:00,Dallas,Cable,Completed
221793,Bose SoundSport Headphones,4,99.99,2019-06-26 9:29:00,San Francisco,Headphones,Completed
315515,Apple Airpods Headphones,4,15000.0,2019-12-23 16:05:00,Boston,Headphones,Completed
239755,Lightning Charging Cable,4,14.95,2019-08-05 23:11:00,Boston,Cable,In Progress
210268,AA Batteries (4-pack),20,3.84,2019-06-04 18:59:00,Los Angeles,Batteries,Completed
229787,Bose SoundSport Headphones,10,99.99,2019-07-20 19:14:00,Dallas,Headphones,In Progress
317227,AA Batteries (4-pack),4,3.84,2019-12-21 15:33:00,Los Angeles,Batteries,Cancelled
244489,Apple Airpods Headphones,3,15000.0,2019-08-22 10:35:00,Dallas,Headphones,Completed
182469,Vareebadd Phone,3,40000.0,2019-04-25 21:27:00,New York City,Phone,Completed
187075,Flatscreen TV,8,30000.0,2019-04-25 18:26:00,Boston,TV,Completed
270957,AA Batteries (4-pack),15,3.84,2019-10-24 22:06:00,Dallas,Batteries,Completed
312368,Macbook Pro Laptop,16,1.7,2019-12-10 11:53:00,Boston,Laptop,Completed
205013,27in 4K Gaming Monitor,2,389.99,2019-05-16 20:29:00,Boston,Monitor,Cancelled
155855,AAA Batteries (4-pack),16,2.99,2019-02-01 16:23:00,Dallas,Batteries,Completed
246567,AA Batteries (4-pack),12,3.84,2019-08-23 15:07:00,Boston,Batteries,Completed
244352,AAA Batteries (4-pack),24,2.99,2019-08-27 17:11:00,Los Angeles,Batteries,Completed
230710,Apple Airpods Headphones,4,15000.0,2019-07-30 22:42:00,Boston,Headphones,Cancelled
270302,Wired Headphones,3,11.99,2019-10-28 21:44:00,Boston,Headphones,Completed
149433,AA Batteries (4-pack),25,3.84,2019-01-11 11:54:00,Dallas,Batteries,Completed
204501,iPhone,10,70000.0,2019-05-20 21:51:00,San Francisco,Phone,Completed
187718,USB-C Charging Cable,5,11.95,2019-04-29 21:14:00,Boston,Cable,Completed
180236,iPhone,10,70000.0,2019-04-11 19:13:00,San Francisco,Phone,Completed
152193,Lightning Charging Cable,3,14.95,2019-02-28 9:34:00,New York City,Cable,Completed
313413,Bose SoundSport Headphones,5,99.99,2019-12-21 13:31:00,New York City,Headphones,Completed
244355,ThinkPad Laptop,5,999.99,2019-08-07 19:59:00,Boston,Laptop,Completed
250128,Flatscreen TV,3,30000.0,2019-09-05 20:11:00,Los Angeles,TV,Completed
297946,Macbook Pro Laptop,10,1.7,2019-12-07 12:28:00,New York City,Laptop,Completed
141972,Google Phone,6,60000.0,2019-01-24 15:25:00,New York City,Phone,Completed
308170,Wired Headphones,10,11.99,2019-12-08 16:11:00,Los Angeles,Headphones,Completed
257589,27in 4K Gaming Monitor,3,389.99,2019-09-13 21:06:00,New York City,Monitor,Completed
316578,27in 4K Gaming Monitor,1,389.99,2019-12-01 18:14:00,Dallas,Monitor,Cancelled
283536,Macbook Pro Laptop,2,1.7,2019-11-03 17:14:00,New York City,Laptop,Completed
280395,AA Batteries (4-pack),12,3.84,2019-11-10 11:19:00,Los Angeles,Batteries,Completed
169890,USB-C Charging Cable,15,11.95,2019-03-22 21:56:00,San Francisco,Cable,Completed
187066,AA Batteries (4-pack),12,3.84,2019-04-16 23:33:00,Dallas,Batteries,Completed
214993,AA Batteries (4-pack),20,3.84,2019-06-30 23:49:00,Los Angeles,Batteries,Cancelled
218908,Wired Headphones,2,11.99,2019-06-11 17:22:00,Dallas,Headphones,In Progress
178280,iPhone,8,70000.0,2019-04-08 12:34:00,Boston,Phone,In Progress
223630,Apple Airpods Headphones,25,15000.0,2019-07-12 12:09:00,Boston,Headphones,Completed
305181,AA Batteries (4-pack),8,3.84,2019-12-03 23:09:00,Los Angeles,Batteries,Completed
297044,AA Batteries (4-pack),40,3.84,2019-12-21 19:12:00,Boston,Batteries,Completed
261513,USB-C Charging Cable,4,11.95,2019-10-27 14:11:00,Boston,Cable,Completed
272517,AAA Batteries (4-pack),4,2.99,2019-10-23 17:48:00,Los Angeles,Batteries,Cancelled
141725,Wired Headphones,4,11.99,2019-01-09 18:16:00,Boston,Headphones,Completed
230335,Lightning Charging Cable,4,14.95,2019-07-03 20:19:00,Boston,Cable,Completed
169116,Bose SoundSport Headphones,20,99.99,2019-03-08 14:43:00,San Francisco,Headphones,Completed
187325,Wired Headphones,9,11.99,2019-04-01 18:25:00,Los Angeles,Headphones,Completed
163218,USB-C Charging Cable,15,11.95,2019-03-10 19:41:00,New York City,Cable,Completed
305434,AAA Batteries (4-pack),10,2.99,2019-12-06 18:40:00,Dallas,Batteries,In Progress
230838,Lightning Charging Cable,20,14.95,2019-07-22 12:09:00,Dallas,Cable,Completed
154557,Wired Headphones,5,11.99,2019-02-22 16:36:00,New York City,Headphones,Completed
185494,ThinkPad Laptop,15,999.99,2019-04-24 16:11:00,Dallas,Laptop,Completed
292587,Apple Airpods Headphones,5,15000.0,2019-11-01 9:55:00,Los Angeles,Headphones,Completed
194137,27in FHD Monitor,4,149.99,2019-05-14 4:13:00,Dallas,Monitor,Completed
201610,Apple Airpods Headphones,6,15000.0,2019-05-28 2:00:00,Los Angeles,Headphones,In Progress
198591,Wired Headphones,12,11.99,2019-05-23 13:34:00,Dallas,Headphones,Completed
154414,AAA Batteries (4-pack),40,2.99,2019-02-10 17:02:00,Dallas,Batteries,In Progress
186283,Bose SoundSport Headphones,5,99.99,2019-04-21 13:03:00,San Francisco,Headphones,Completed
301754,USB-C Charging Cable,15,11.95,2019-12-12 18:09:00,San Francisco,Cable,Completed
229811,Google Phone,1,60000.0,2019-07-14 17:17:00,Dallas,Phone,Completed
259015,AA Batteries (4-pack),4,3.84,2019-09-26 14:04:00,San Francisco,Batteries,Completed
265175,AA Batteries (4-pack),12,3.84,2019-10-15 14:44:00,New York City,Batteries,Completed
243298,AAA Batteries (4-pack),60,2.99,2019-08-08 12:02:00,Dallas,Batteries,Completed
219453,iPhone,6,70000.0,2019-06-28 13:15:00,San Francisco,Phone,Completed
258369,USB-C Charging Cable,20,11.95,2019-09-28 6:53:00,San Francisco,Cable,Cancelled
305836,Lightning Charging Cable,8,14.95,2019-12-07 20:14:00,Los Angeles,Cable,In Progress
164126,Lightning Charging Cable,1,14.95,2019-03-23 18:13:00,Los Angeles,Cable,Completed
263737,Apple Airpods Headphones,5,15000.0,2019-10-06 9:51:00,Boston,Headphones,Completed
259277,iPhone,4,70000.0,2019-09-28 13:07:00,San Francisco,Phone,Completed
308712,20in Monitor,2,109.99,2019-12-21 13:47:00,Boston,Monitor,Completed
213141,27in FHD Monitor,15,149.99,2019-06-10 9:22:00,San Francisco,Monitor,Completed
159154,USB-C Charging Cable,20,11.95,2019-02-08 7:49:00,Los Angeles,Cable,Completed
294168,Wired Headphones,12,11.99,2019-11-08 18:12:00,New York City,Headphones,Completed
297687,Bose SoundSport Headphones,25,99.99,2019-12-11 13:24:00,San Francisco,Headphones,Cancelled
171992,ThinkPad Laptop,9,999.99,2019-03-17 11:44:00,Boston,Laptop,Completed
252483,Bose SoundSport Headphones,15,99.99,2019-09-16 21:56:00,San Francisco,Headphones,Completed
318007,USB-C Charging Cable,1,11.95,2019-12-18 11:32:00,Los Angeles,Cable,Completed
205808,27in 4K Gaming Monitor,12,389.99,2019-05-01 9:54:00,Dallas,Monitor,Cancelled
248940,Bose SoundSport Headphones,15,99.99,2019-09-24 17:41:00,New York City,Headphones,Completed
150231,iPhone,12,70000.0,2019-01-29 17:20:00,Boston,Phone,Completed
192172,Lightning Charging Cable,15,14.95,2019-04-04 9:58:00,Boston,Cable,In Progress
267286,Apple Airpods Headphones,6,15000.0,2019-10-29 23:13:00,San Francisco,Headphones,Cancelled
267947,Wired Headphones,8,11.99,2019-10-10 21:50:00,San Francisco,Headphones,Completed
182862,Apple Airpods Headphones,4,15000.0,2019-04-15 15:54:00,Dallas,Headphones,Completed
247499,USB-C Charging Cable,1,11.95,2019-08-02 6:26:00,New York City,Cable,Completed
235575,34in Ultrawide Monitor,9,379.99,2019-07-17 19:20:00,Dallas,Monitor,Completed
220766,AAA Batteries (4-pack),3,2.99,2019-06-29 12:31:00,San Francisco,Batteries,Completed
297178,USB-C Charging Cable,20,11.95,2019-12-29 20:53:00,New York City,Cable,Cancelled
299268,Wired Headphones,20,11.99,2019-12-23 5:38:00,San Francisco,Headphones,Completed
144863,Wired Headphones,6,11.99,2019-01-27 19:24:00,Los Angeles,Headphones,Completed
307533,Wired Headphones,1,11.99,2019-12-24 12:18:00,Los Angeles,Headphones,Completed
288124,USB-C Charging Cable,3,11.95,2019-11-30 19:31:00,Boston,Cable,Cancelled
295329,USB-C Charging Cable,2,11.95,2019-11-24 14:15:00,Dallas,Cable,Completed
157963,27in 4K Gaming Monitor,8,389.99,2019-02-18 19:26:00,New York City,Monitor,Completed
285769,Wired Headphones,2,11.99,2019-11-03 14:52:00,New York City,Headphones,Completed
178670,iPhone,20,70000.0,2019-04-20 19:04:00,San Francisco,Phone,In Progress
182088,Macbook Pro Laptop,4,1.7,2019-04-10 11:29:00,Boston,Laptop,Completed
274631,Apple Airpods Headphones,25,15000.0,2019-10-28 16:39:00,Los Angeles,Headphones,Completed
312776,USB-C Charging Cable,4,11.95,2019-12-04 18:50:00,New York City,Cable,Completed
262034,Bose SoundSport Headphones,1,99.99,2019-10-22 22:23:00,Dallas,Headphones,In Progress
173686,27in FHD Monitor,2,149.99,2019-03-30 16:15:00,Los Angeles,Monitor,Completed
218515,Wired Headphones,9,11.99,2019-06-21 21:54:00,Los Angeles,Headphones,Cancelled
146292,Apple Airpods Headphones,4,15000.0,2019-01-06 17:57:00,Dallas,Headphones,Completed
201756,27in FHD Monitor,4,149.99,2019-05-05 0:27:00,Dallas,Monitor,Completed
286945,Flatscreen TV,3,30000.0,2019-11-17 11:55:00,New York City,TV,Cancelled
157960,Lightning Charging Cable,3,14.95,2019-02-22 22:49:00,San Francisco,Cable,Cancelled
167934,USB-C Charging Cable,12,11.95,2019-03-31 11:36:00,New York City,Cable,In Progress
288130,iPhone,5,70000.0,2019-11-10 19:12:00,Los Angeles,Phone,In Progress
173174,27in 4K Gaming Monitor,5,389.99,2019-03-19 22:30:00,Dallas,Monitor,Completed
298744,Macbook Pro Laptop,4,1.7,2019-12-26 13:42:00,Boston,Laptop,In Progress
310162,27in FHD Monitor,15,149.99,2019-12-19 23:20:00,Los Angeles,Monitor,Cancelled
261004,AAA Batteries (4-pack),5,2.99,2019-10-23 17:34:00,Los Angeles,Batteries,Cancelled
259429,Lightning Charging Cable,12,14.95,2019-10-21 19:52:00,Boston,Cable,Completed
215127,Apple Airpods Headphones,1,15000.0,2019-06-26 9:39:00,Los Angeles,Headphones,Cancelled
163221,AAA Batteries (4-pack),45,2.99,2019-03-17 9:57:00,Dallas,Batteries,Completed
316173,AAA Batteries (4-pack),12,2.99,2019-12-22 22:44:00,Dallas,Batteries,Completed
217616,34in Ultrawide Monitor,9,379.99,2019-06-25 20:46:00,Los Angeles,Monitor,Completed
203977,Wired Headphones,12,11.99,2019-05-03 9:18:00,San Francisco,Headphones,Completed
201095,ThinkPad Laptop,15,999.99,2019-05-10 2:12:00,Boston,Laptop,Completed
143544,Bose SoundSport Headphones,12,99.99,2019-01-17 14:52:00,Dallas,Headphones,Completed
279883,USB-C Charging Cable,4,11.95,2019-11-21 0:20:00,New York City,Cable,Completed
262031,Google Phone,16,60000.0,2019-10-26 16:21:00,New York City,Phone,Completed
165576,AAA Batteries (4-pack),2,2.99,2019-03-05 14:18:00,New York City,Batteries,Cancelled
228084,27in FHD Monitor,3,149.99,2019-07-03 11:01:00,San Francisco,Monitor,In Progress
196495,Bose SoundSport Headphones,2,99.99,2019-05-26 17:38:00,San Francisco,Headphones,Completed
300700,AAA Batteries (4-pack),10,2.99,2019-12-14 14:53:00,New York City,Batteries,Completed
260480,AA Batteries (4-pack),4,3.84,2019-10-16 2:38:00,Dallas,Batteries,Completed
176696,iPhone,20,70000.0,2019-04-07 12:41:00,Los Angeles,Phone,Cancelled
252861,Bose SoundSport Headphones,3,99.99,2019-09-10 19:35:00,San Francisco,Headphones,Cancelled
218923,USB-C Charging Cable,20,11.95,2019-06-01 20:15:00,Los Angeles,Cable,Completed
313282,Apple Airpods Headphones,8,15000.0,2019-12-18 22:01:00,New York City,Headphones,Cancelled
230445,AAA Batteries (4-pack),2,2.99,2019-07-03 22:54:00,Los Angeles,Batteries,Completed
308971,Wired Headphones,6,11.99,2019-12-13 23:04:00,Boston,Headphones,Completed
149436,Lightning Charging Cable,3,14.95,2019-01-11 18:12:00,San Francisco,Cable,In Progress
261662,USB-C Charging Cable,4,11.95,2019-10-16 12:45:00,Los Angeles,Cable,Completed
223648,27in FHD Monitor,5,149.99,2019-07-08 20:30:00,New York City,Monitor,Completed
275670,27in 4K Gaming Monitor,4,389.99,2019-10-26 9:56:00,Los Angeles,Monitor,Completed
158624,Wired Headphones,12,11.99,2019-02-01 15:29:00,New York City,Headphones,Completed
171322,20in Monitor,6,109.99,2019-03-15 13:45:00,Los Angeles,Monitor,Completed
197019,Wired Headphones,5,11.99,2019-05-31 13:13:00,Boston,Headphones,In Progress
142115,Apple Airpods Headphones,15,15000.0,2019-01-11 19:26:00,Dallas,Headphones,Cancelled
271874,USB-C Charging Cable,25,11.95,2019-10-03 21:44:00,New York City,Cable,Completed
195334,USB-C Charging Cable,5,11.95,2019-05-02 12:44:00,San Francisco,Cable,Completed
228617,27in 4K Gaming Monitor,10,389.99,2019-07-29 13:04:00,Boston,Monitor,Completed
303332,USB-C Charging Cable,15,11.95,2019-12-26 4:20:00,Dallas,Cable,Completed
201348,AAA Batteries (4-pack),15,2.99,2019-05-31 3:20:00,Dallas,Batteries,Completed
304115,20in Monitor,8,109.99,2019-12-12 22:16:00,Los Angeles,Monitor,Completed
284721,20in Monitor,10,109.99,2019-11-30 20:49:00,New York City,Monitor,Completed
274625,AA Batteries (4-pack),4,3.84,2019-10-21 10:37:00,Dallas,Batteries,Completed
277915,AAA Batteries (4-pack),8,2.99,2019-10-22 13:56:00,San Francisco,Batteries,Cancelled
265568,AAA Batteries (4-pack),6,2.99,2019-10-19 19:09:00,New York City,Batteries,Completed
162295,AAA Batteries (4-pack),10,2.99,2019-03-18 19:17:00,Boston,Batteries,Completed
224413,Wired Headphones,16,11.99,2019-07-01 13:12:00,New York City,Headphones,Completed
187453,Bose SoundSport Headphones,2,99.99,2019-04-29 10:02:00,New York City,Headphones,Completed
315122,AA Batteries (4-pack),6,3.84,2019-12-06 12:09:00,Los Angeles,Batteries,Cancelled
281693,Wired Headphones,10,11.99,2019-11-15 23:06:00,San Francisco,Headphones,Completed
262037,Lightning Charging Cable,16,14.95,2019-10-05 12:55:00,San Francisco,Cable,Cancelled
215386,Bose SoundSport Headphones,9,99.99,2019-06-01 14:49:00,Dallas,Headphones,In Progress
235709,iPhone,2,70000.0,2019-07-28 17:17:00,Boston,Phone,Completed
262820,AAA Batteries (4-pack),4,2.99,2019-10-19 19:00:00,San Francisco,Batteries,Completed
283015,AAA Batteries (4-pack),8,2.99,2019-11-09 12:34:00,Los Angeles,Batteries,In Progress
159398,Lightning Charging Cable,3,14.95,2019-02-26 17:21:00,San Francisco,Cable,Completed
196769,Lightning Charging Cable,4,14.95,2019-05-05 23:16:00,New York City,Cable,Cancelled
235837,USB-C Charging Cable,6,11.95,2019-07-03 10:48:00,Los Angeles,Cable,Completed
308316,Apple Airpods Headphones,3,15000.0,2019-12-02 7:59:00,New York City,Headphones,Completed
141585,AA Batteries (4-pack),24,3.84,2019-01-11 10:04:00,New York City,Batteries,Completed
289958,20in Monitor,10,109.99,2019-12-01 0:46:00,Los Angeles,Monitor,In Progress
315140,Macbook Pro Laptop,25,1.7,2019-12-03 22:00:00,Boston,Laptop,Completed
211572,27in FHD Monitor,12,149.99,2019-06-03 18:26:00,San Francisco,Monitor,Completed
292584,Wired Headphones,16,11.99,2019-11-18 23:50:00,San Francisco,Headphones,Completed
151294,27in FHD Monitor,12,149.99,2019-02-21 17:36:00,Dallas,Monitor,Completed
204632,USB-C Charging Cable,10,11.95,2019-05-03 18:22:00,Dallas,Cable,Completed
221534,Lightning Charging Cable,8,14.95,2019-06-01 12:12:00,New York City,Cable,Completed
212486,Wired Headphones,20,11.99,2019-06-23 21:47:00,Los Angeles,Headphones,Completed
312240,Vareebadd Phone,5,40000.0,2019-12-21 22:14:00,New York City,Phone,Completed
256398,Apple Airpods Headphones,20,15000.0,2019-09-08 17:16:00,New York City,Headphones,Completed
225464,20in Monitor,15,109.99,2019-07-18 13:09:00,San Francisco,Monitor,Completed
198859,34in Ultrawide Monitor,4,379.99,2019-05-27 12:45:00,Los Angeles,Monitor,Completed
218911,Macbook Pro Laptop,1,1.7,2019-06-08 11:11:00,Boston,Laptop,Completed
292581,AA Batteries (4-pack),4,3.84,2019-11-12 8:50:00,Dallas,Batteries,Completed
146176,27in 4K Gaming Monitor,10,389.99,2019-01-10 10:58:00,Dallas,Monitor,Completed
286022,Apple Airpods Headphones,10,15000.0,2019-11-13 15:45:00,Boston,Headphones,Completed
249330,Flatscreen TV,9,30000.0,2019-09-19 23:30:00,San Francisco,TV,Completed
263356,Bose SoundSport Headphones,12,99.99,2019-10-31 21:23:00,San Francisco,Headphones,In Progress
284715,Wired Headphones,3,11.99,2019-11-28 7:24:00,Los Angeles,Headphones,Completed
213415,AA Batteries (4-pack),15,3.84,2019-06-12 14:50:00,San Francisco,Batteries,Completed
234920,Flatscreen TV,4,30000.0,2019-07-24 11:58:00,New York City,TV,Completed
265845,Google Phone,1,60000.0,2019-10-10 8:10:00,Los Angeles,Phone,Cancelled
287728,27in 4K Gaming Monitor,3,389.99,2019-11-02 15:55:00,New York City,Monitor,In Progress
231508,Bose SoundSport Headphones,5,99.99,2019-07-05 13:08:00,New York City,Headphones,Completed
285123,Apple Airpods Headphones,15,15000.0,2019-11-13 13:43:00,Dallas,Headphones,Completed
288401,ThinkPad Laptop,8,999.99,2019-11-10 20:05:00,Los Angeles,Laptop,Completed
207377,20in Monitor,20,109.99,2019-05-13 19:29:00,Boston,Monitor,Cancelled
197296,Lightning Charging Cable,15,14.95,2019-05-21 2:02:00,San Francisco,Cable,Completed
266634,Lightning Charging Cable,8,14.95,2019-10-23 10:57:00,San Francisco,Cable,Completed
188894,Lightning Charging Cable,25,14.95,2019-04-29 20:01:00,San Francisco,Cable,Completed
287725,USB-C Charging Cable,10,11.95,2019-11-10 8:32:00,Boston,Cable,Completed
182990,AA Batteries (4-pack),8,3.84,2019-04-13 19:41:00,New York City,Batteries,Completed
198079,Google Phone,8,60000.0,2019-05-03 16:39:00,Boston,Phone,Completed
287856,Wired Headphones,8,11.99,2019-11-11 20:39:00,San Francisco,Headphones,Completed
246570,Lightning Charging Cable,16,14.95,2019-08-12 11:17:00,New York City,Cable,Completed
196510,Wired Headphones,5,11.99,2019-05-11 17:38:00,San Francisco,Headphones,Completed
271100,Lightning Charging Cable,2,14.95,2019-10-27 9:49:00,San Francisco,Cable,Completed
292441,Lightning Charging Cable,8,14.95,2019-11-16 23:29:00,Boston,Cable,Completed
269635,Wired Headphones,6,11.99,2019-10-03 12:45:00,Boston,Headphones,Completed
294552,AA Batteries (4-pack),3,3.84,2019-11-17 21:24:00,Dallas,Batteries,Completed
267676,Google Phone,8,60000.0,2019-10-04 1:11:00,New York City,Phone,Completed
291801,27in 4K Gaming Monitor,5,389.99,2019-11-02 16:49:00,Los Angeles,Monitor,Completed
169381,USB-C Charging Cable,12,11.95,2019-03-30 21:51:00,Los Angeles,Cable,Completed
144717,AAA Batteries (4-pack),40,2.99,2019-01-29 13:39:00,San Francisco,Batteries,Cancelled
162673,Apple Airpods Headphones,4,15000.0,2019-03-03 12:24:00,Boston,Headphones,Cancelled
306470,Google Phone,3,60000.0,2019-12-12 18:27:00,Los Angeles,Phone,In Progress
152973,Wired Headphones,4,11.99,2019-02-13 19:49:00,Boston,Headphones,Completed
203322,USB-C Charging Cable,4,11.95,2019-05-27 10:41:00,New York City,Cable,Completed
250887,USB-C Charging Cable,25,11.95,2019-09-14 20:17:00,San Francisco,Cable,Completed
239228,AA Batteries (4-pack),40,3.84,2019-08-30 14:01:00,Los Angeles,Batteries,Completed
174746,USB-C Charging Cable,15,11.95,2019-03-08 9:05:00,Los Angeles,Cable,Cancelled
152860,Google Phone,4,60000.0,2019-02-26 17:07:00,San Francisco,Phone,In Progress
266506,Lightning Charging Cable,2,14.95,2019-10-20 9:15:00,New York City,Cable,Cancelled
308956,iPhone,3,70000.0,2019-12-25 17:47:00,San Francisco,Phone,Cancelled
238847,Wired Headphones,15,11.99,2019-08-16 22:49:00,Dallas,Headphones,Completed
176318,34in Ultrawide Monitor,4,379.99,2019-03-13 22:13:00,Dallas,Monitor,Completed
183255,USB-C Charging Cable,25,11.95,2019-04-10 12:34:00,San Francisco,Cable,Completed
196632,27in 4K Gaming Monitor,3,389.99,2019-05-13 17:05:00,Dallas,Monitor,Completed
196114,AAA Batteries (4-pack),3,2.99,2019-05-30 23:36:00,New York City,Batteries,Completed
275944,USB-C Charging Cable,16,11.95,2019-10-01 18:29:00,Dallas,Cable,Cancelled
179992,Lightning Charging Cable,9,14.95,2019-04-27 22:50:00,Dallas,Cable,In Progress
258378,Bose SoundSport Headphones,6,99.99,2019-09-24 16:24:00,San Francisco,Headphones,Completed
301879,Wired Headphones,8,11.99,2019-12-20 17:02:00,New York City,Headphones,Completed
292310,ThinkPad Laptop,20,999.99,2019-11-14 23:54:00,San Francisco,Laptop,Completed
174469,AAA Batteries (4-pack),6,2.99,2019-03-16 12:56:00,New York City,Batteries,Completed
150889,USB-C Charging Cable,15,11.95,2019-02-09 11:46:00,Boston,Cable,Completed
232294,USB-C Charging Cable,3,11.95,2019-07-17 19:29:00,San Francisco,Cable,In Progress
313690,27in FHD Monitor,12,149.99,2019-12-29 18:46:00,San Francisco,Monitor,In Progress
306750,USB-C Charging Cable,4,11.95,2019-12-16 21:09:00,New York City,Cable,In Progress
252346,Apple Airpods Headphones,10,15000.0,2019-09-07 18:42:00,New York City,Headphones,Completed
188373,USB-C Charging Cable,4,11.95,2019-04-24 21:49:00,Boston,Cable,Completed
310019,Lightning Charging Cable,80,14.95,2019-12-12 16:27:00,New York City,Cable,In Progress
266488,iPhone,2,70000.0,2019-10-08 0:37:00,Los Angeles,Phone,Completed
307253,Google Phone,15,60000.0,2019-12-01 15:17:00,San Francisco,Phone,In Progress
175800,Google Phone,8,60000.0,2019-03-16 6:29:00,Boston,Phone,Completed
267292,27in FHD Monitor,5,149.99,2019-10-14 0:18:00,Boston,Monitor,Completed
153497,AAA Batteries (4-pack),15,2.99,2019-02-07 21:30:00,Dallas,Batteries,Completed
275664,Wired Headphones,15,11.99,2019-10-24 9:31:00,Dallas,Headphones,Cancelled
161250,Lightning Charging Cable,12,14.95,2019-02-28 13:04:00,San Francisco,Cable,Completed
216824,20in Monitor,4,109.99,2019-06-25 21:17:00,San Francisco,Monitor,Completed
285507,USB-C Charging Cable,8,11.95,2019-11-13 22:54:00,Boston,Cable,Completed
156927,AAA Batteries (4-pack),50,2.99,2019-02-06 12:23:00,Dallas,Batteries,Completed
155087,AAA Batteries (4-pack),8,2.99,2019-02-11 0:22:00,San Francisco,Batteries,Completed
281833,Lightning Charging Cable,20,14.95,2019-11-04 21:42:00,San Francisco,Cable,Completed
307146,Wired Headphones,8,11.99,2019-12-18 14:37:00,Boston,Headphones,Completed
299518,Flatscreen TV,15,30000.0,2019-12-07 10:24:00,San Francisco,TV,Completed
176580,USB-C Charging Cable,5,11.95,2019-04-05 0:35:00,Dallas,Cable,Completed
141320,AA Batteries (4-pack),8,3.84,2019-01-24 13:37:00,Dallas,Batteries,Completed
145771,AA Batteries (4-pack),3,3.84,2019-01-31 18:44:00,Dallas,Batteries,Completed
145920,USB-C Charging Cable,1,11.95,2019-01-18 20:43:00,New York City,Cable,Completed
238454,Flatscreen TV,25,30000.0,2019-08-02 9:51:00,New York City,TV,Cancelled
247493,Lightning Charging Cable,12,14.95,2019-08-18 18:21:00,Los Angeles,Cable,Completed
